id_candidat,candidat,code_circo,inscrits,abstentions,votants,blancs,nuls,exprimes,nom,bloc,nb_voix,elu
1015,5,101,86843,25013,61830,929,406,60495,VINCENT,DSV,197,NON
1016,6,101,86843,25013,61830,929,406,60495,MENDES,DSV,314,NON
1017,7,101,86843,25013,61830,929,406,60495,GUILLERMIN,ENS,7063,NON
1026,6,102,101874,28438,73436,1197,321,71918,NANCHI,LR,6737,NON
1033,3,103,84130,29169,54961,860,381,53720,VEILLEROT,DSV,769,NON
1035,5,103,84130,29169,54961,860,381,53720,UNAL,LR,3663,NON
1037,7,103,84130,29169,54961,860,381,53720,TONIZZO,DIV,34,NON
1038,8,103,84130,29169,54961,860,381,53720,KOUASSI,DIV,630,NON
1042,2,104,96119,28539,67580,1361,531,65688,BRESSON,DIV,17,NON
1043,3,104,96119,28539,67580,1361,531,65688,NICAUD,DIV,85,NON
1047,7,104,96119,28539,67580,1361,531,65688,BILLOUDET,LR,7179,NON
5012,2,501,60047,17531,42516,815,457,41244,BOYER,ENS,9312,DESIST
5022,2,502,54517,14801,39716,701,301,38714,FINE,ENS,10338,DESIST
1053,3,105,77900,24927,52973,978,463,51532,BOURDIN,LR,1623,NON
1055,5,105,77900,24927,52973,978,463,51532,ABAD,DVD,9651,NON
1056,6,105,77900,24927,52973,978,463,51532,DESCOURS,ENS,6036,NON
1057,7,105,77900,24927,52973,978,463,51532,PATRU,REC,429,NON
2011,1,201,72055,24968,47087,1189,429,45469,CULIOLI,UG,8654,NON
2012,2,201,72055,24968,47087,1189,429,45469,TRGUIER,REC,644,NON
2013,3,201,72055,24968,47087,1189,429,45469,BOUFFLET,DIV,316,NON
2014,4,201,72055,24968,47087,1189,429,45469,DRAGON,RN,24774,OUI
6035,5,603,91724,32712,59012,763,412,57837,PRADAL,ENS,14670,DESIST
2016,6,201,72055,24968,47087,1189,429,45469,DELAVENNE,ENS,10380,NON
12031,1,1203,72271,19095,53176,1486,799,50891,BOUIGUE,UG,14660,DESIST
2023,3,202,73165,26471,46694,716,303,45675,DUJANCOURT,UG,6511,NON
13013,3,1301,82792,28226,54566,927,327,53312,AGRESTI-ROUBACHE,ENS,12585,DESIST
2026,6,202,73165,26471,46694,716,303,45675,KACZMAREK,REC,561,NON
2031,1,203,65988,23648,42340,952,487,40901,FOURNIER,REC,11,NON
2032,2,203,65988,23648,42340,952,487,40901,CRON,DSV,1165,NON
2033,3,203,65988,23648,42340,952,487,40901,BRICOUT,DVG,15385,NON
13023,3,1302,84440,24873,59567,585,230,58752,PITOLLAT,ENS,15870,DESIST
2041,1,204,78936,30463,48473,992,400,47081,PRI,UG,9335,NON
2042,2,204,78936,30463,48473,992,400,47081,MAURICE,ENS,10448,NON
2043,3,204,78936,30463,48473,992,400,47081,BEAURAIN,RN,25913,OUI
13054,4,1305,75461,24486,50975,472,297,50206,POPELARD,UG,11706,DESIST
13068,8,1306,79685,28613,51072,757,278,50037,ROYER-PERREAUT,ENS,12575,DESIST
2051,1,205,82511,28600,53911,1029,743,52139,DESSIGNY,RN,27670,OUI
2052,2,205,82511,28600,53911,1029,743,52139,GILQUIN,LR,2665,NON
2053,3,205,82511,28600,53911,1029,743,52139,BELAØD,UG,10272,NON
2054,4,205,82511,28600,53911,1029,743,52139,ROUSSEL,ENS,10811,NON
13083,3,1308,103683,32836,70847,897,516,69434,BEDDOCK,UG,13938,DESIST
3011,1,301,88547,27288,61259,1185,974,59100,AGEZ,REC,602,NON
13108,8,1310,110764,31704,79060,1286,625,77149,BESSAIH,UG,16050,DESIST
13116,6,1311,93649,29051,64598,1111,392,63095,LAQHILA,ENS,16581,DESIST
3015,5,301,88547,27288,61259,1185,974,59100,LARZAT,ENS,8811,NON
3016,6,301,88547,27288,61259,1185,974,59100,BARDET,LR,7889,NON
3024,4,302,79877,25531,54346,1409,1056,51881,GON€ALVES,REC,511,NON
3025,5,302,79877,25531,54346,1409,1056,51881,ROUSSEAUX,DVD,3548,NON
3026,6,302,79877,25531,54346,1409,1056,51881,VANCEUNEBROCK,ENS,6524,NON
14013,3,1401,73296,19818,53478,663,397,52418,DAOUDI,RN,10458,DESIST
14046,6,1404,104874,31369,73505,1000,492,72013,MOURARET,UG,14247,DESIST
14056,6,1405,92946,25628,67318,952,453,65913,DUPONT-FEDERICI,UG,16124,DESIST
4012,2,401,61473,18194,43279,871,382,42026,RAPONI,LR,2956,NON
14062,2,1406,96333,27634,68699,1589,708,66402,GAUCHARD,UG,15376,DESIST
4014,4,401,61473,18194,43279,871,382,42026,CAMPART,REC,468,NON
4021,1,402,66671,20111,46560,1295,480,44785,REYNAUD,DVD,512,NON
15012,2,1501,62314,16947,45367,743,510,44114,RUEDA,UG,9893,DESIST
4026,6,402,66671,20111,46560,1295,480,44785,CADENEL,REC,585,NON
17032,2,1703,83726,26017,57709,1304,690,55715,ARDOUIN,ENS,15536,DESIST
5015,5,501,60047,17531,42516,815,457,41244,DEININGER,LR,2949,NON
17053,3,1705,120296,35196,85100,1609,676,82815,BRACHET,UG,18344,DESIST
5024,4,502,54517,14801,39716,701,301,38714,MONDAIN,DIV,2206,NON
6012,2,601,81879,30141,51738,667,362,50709,BOVIS,DIV,34,NON
18013,3,1801,70401,23447,46954,1326,306,45322,LEFELLE,UG,11432,DESIST
18021,1,1802,68476,24480,43996,949,530,42517,BEHAGHEL,ENS,8857,DESIST
6016,6,601,81879,30141,51738,667,362,50709,SPACH,REG,136,NON
6018,8,601,81879,30141,51738,667,362,50709,VANIER-GURIN,LR,2933,NON
6022,2,602,90381,29314,61067,996,430,59641,VARRONE,ENS,9856,NON
19024,4,1902,93265,26494,66771,1488,1205,64078,DEWAELE,UG,17063,DESIST
21025,5,2102,72011,21398,50613,767,248,49598,BORDAT,ENS,12225,DESIST
21031,1,2103,72426,22065,50361,927,319,49115,KHATTABI,ENS,11695,DESIST
6026,6,602,90381,29314,61067,996,430,59641,DARAGON,LR,6162,NON
21044,4,2104,67447,19020,48427,1083,374,46970,JACQ,UG,9616,DESIST
6032,2,603,91724,32712,59012,763,412,57837,DELHEZ,DSV,883,NON
21052,2,2105,85576,25043,60533,1464,540,58529,FLACHE,UG,11297,DESIST
22022,2,2202,104517,26320,78197,958,676,76563,DAUPHIN,UG,19685,DESIST
6041,1,604,85660,29789,55871,985,637,54249,MASSON,RN,30528,OUI
6043,3,604,85660,29789,55871,985,637,54249,GUEDON,ENS,11190,NON
6045,5,604,85660,29789,55871,985,637,54249,PARENT,UG,9861,NON
6051,1,605,91232,30418,60814,1114,503,59197,NOFRI,ENS,8473,NON
1023,3,102,101874,28438,73436,1197,321,71918,EYRAUD,RN,1863,NON
2035,5,203,65988,23648,42340,952,487,40901,CASTERMAN,RN,23577,OUI
1011,1,101,86843,25013,61830,929,406,60495,LAHY,UG,419,NON
1024,4,102,101874,28438,73436,1197,321,71918,GOUTAGNY,UG,734,NON
1034,4,103,84130,29169,54961,860,381,53720,MAISONNETTE,UG,455,NON
1044,4,104,96119,28539,67580,1361,531,65688,COUSSON,UG,706,NON
22033,3,2203,89421,23834,65587,795,581,64211,RAVARD,UG,14717,DESIST
6053,3,605,91232,30418,60814,1114,503,59197,BENOIT,DIV,6375,NON
6054,4,605,91232,30418,60814,1114,503,59197,DECOUPIGNY,UG,12233,NON
22042,2,2204,81566,21928,59638,1441,757,57440,JOBIC,ENS,17555,DESIST
6062,2,606,80186,24490,55696,980,231,54485,MAZZELLA,UG,8281,NON
6063,3,606,80186,24490,55696,980,231,54485,MASSON,RN,27705,OUI
6064,4,606,80186,24490,55696,980,231,54485,TRASTOUR-ISNART,LR,16213,NON
24016,6,2401,78107,23125,54982,1245,922,52815,TONON,ENS,12835,DESIST
6072,2,607,96284,29396,66888,761,261,65866,DEWASMES,DIV,225,NON
6073,3,607,96284,29396,66888,761,261,65866,ABRAVANEL,ENS,11510,NON
24021,1,2402,84286,25227,59059,1134,857,57068,DELPON,ENS,11173,DESIST
24034,4,2403,66947,17473,49474,995,898,47581,CUBERTAFON,ENS,11103,DESIST
6077,7,607,96284,29396,66888,761,261,65866,MEYER-ABBATUCCI,UG,10974,NON
6078,8,607,96284,29396,66888,761,261,65866,QUINTELA,REC,932,NON
6083,3,608,84414,29740,54674,581,257,53836,CASTRO DEMARIA,ENS,6508,NON
6084,4,608,84414,29740,54674,581,257,53836,NEUTZLER,DIV,66,NON
26021,1,2602,97115,31067,66048,1192,656,64200,MICHEL,ENS,12158,DESIST
6086,6,608,84414,29740,54674,581,257,53836,SOUDANT,UG,7837,NON
26033,3,2603,110847,27829,83018,1566,803,80649,MARCHIONNI,ENS,15396,DESIST
27013,3,2701,87391,30142,57249,1205,488,55556,LE BONT,UG,11991,DESIST
27052,2,2705,89812,29619,60193,1042,378,58773,JOURDAIN,UG,12506,DESIST
6096,6,609,82386,27287,55099,684,237,54178,GARCIA ABIA,UG,9987,NON
7011,1,701,79596,23605,55991,1072,507,54412,DORNE,DSV,651,NON
7013,3,701,79596,23605,55991,1072,507,54412,GINEYS,ENS,6651,NON
28012,2,2801,91565,29049,62516,1035,350,61131,BRIDET,UG,14705,DESIST
28027,7,2802,75563,27860,47703,723,257,46723,FAVERIS,UG,11956,DESIST
7017,7,701,79596,23605,55991,1072,507,54412,CHAIX,LR,3067,NON
7018,8,701,79596,23605,55991,1072,507,54412,LECLERC,REC,506,NON
7021,1,702,97138,26734,70404,1420,694,68290,RITZ,DSV,613,NON
7022,2,702,97138,26734,70404,1420,694,68290,HEYDEL GRILLERE,ENS,11904,NON
7023,3,702,97138,26734,70404,1420,694,68290,VALLON,DVD,10509,NON
7026,6,702,97138,26734,70404,1420,694,68290,NODIN,DIV,2197,NON
7027,7,702,97138,26734,70404,1420,694,68290,MONTREYNAUD,REC,777,NON
7028,8,702,97138,26734,70404,1420,694,68290,JULIEN,DIV,213,NON
29034,4,2903,93853,24830,69023,1505,358,67160,SMOLARZ,UG,18074,DESIST
29057,7,2905,98751,26027,72724,1119,437,71168,GRELAUD,UG,19371,DESIST
7032,2,703,81022,22335,58687,845,471,57371,ZAGUEDOUN-REYNAUD,DIV,7,NON
7033,3,703,81022,22335,58687,845,471,57371,BONNETAIN,ENS,5984,NON
7036,6,703,81022,22335,58687,845,471,57371,TOUZET,REG,331,NON
29062,2,2906,91580,24649,66931,1294,521,65116,CROUAN,ENS,18223,DESIST
7039,9,703,81022,22335,58687,845,471,57371,MARCESSE,REC,479,NON
29081,1,2908,91739,25116,66623,1139,542,64942,LE BON,UG,11768,DESIST
8012,2,801,70664,23113,47551,660,411,46480,RENNESSON,DIV,998,NON
29082,2,2908,91739,25116,66623,1139,542,64942,MIOSSEC,DVG,14399,DESIST
2B026,6,2B02,67927,22746,45181,440,393,44348,JOUART,RN,11275,DESIST
8016,6,801,70664,23113,47551,660,411,46480,MISSET,LR,1782,NON
8017,7,801,70664,23113,47551,660,411,46480,LEROUGE,UG,8127,NON
30012,2,3001,90362,32430,57932,870,364,56698,ROUVERAND,ENS,11394,DESIST
31066,6,3106,117374,29722,87652,1621,714,85317,IBORRA,ENS,25256,DESIST
8024,4,802,60281,22712,37569,375,223,36971,MATHOT,ENS,3467,NON
8025,5,802,60281,22712,37569,375,223,36971,LOYEZ,UG,6688,NON
31072,2,3107,108229,31112,77117,1914,795,74408,TOUTUT-PICARD,ENS,18462,DESIST
8034,4,803,54484,18614,35870,349,258,35263,PERRIN,UG,4139,NON
9011,1,901,57416,16586,40830,1930,969,37931,GARNIER,RN,15049,NON
9012,2,901,57416,16586,40830,1930,969,37931,MASCETTI,REC,881,NON
32012,2,3201,73258,19098,54160,1382,769,52009,LEVIEUX,UG,14129,DESIST
9014,4,901,57416,16586,40830,1930,969,37931,FROGER,UG,19245,OUI
9021,1,902,62051,18562,43489,1470,751,41268,DE KERIMEL,DVD,2023,NON
33053,3,3305,123063,37023,86040,1641,618,83781,SENCE,ENS,15576,DESIST
9023,3,902,62051,18562,43489,1470,751,41268,TARRIEUX-ANTRANIKIAN,REC,804,NON
10011,1,1001,63973,20479,43494,836,614,42044,GUITTON,RN,22636,OUI
10012,2,1001,63973,20479,43494,836,614,42044,MANIERI-BIGORGNE,LR,4921,NON
10013,3,1001,63973,20479,43494,836,614,42044,BARRY,UG,6019,NON
33093,3,3309,103847,28885,74962,1885,776,72301,MARTINEZ,UG,20163,DESIST
10015,5,1001,63973,20479,43494,836,614,42044,BEURY,ENS,7898,NON
10021,1,1002,73976,23037,50939,708,451,49780,SEBBARI,UG,8256,NON
10022,2,1002,73976,23037,50939,708,451,49780,FONTAINE-GARCIA,ENS,4703,NON
33103,3,3310,83589,24550,59039,1267,605,57167,BOURGOIS,UG,13885,DESIST
10032,2,1003,65463,22892,42571,531,309,41731,RICHARD,DVD,1502,NON
10034,4,1003,65463,22892,42571,531,309,41731,LEPRINCE,LR,3654,NON
10035,5,1003,65463,22892,42571,531,309,41731,SCHERRER,ENS,6994,NON
33122,2,3312,89111,24589,64522,1413,580,62529,LAVERGNE,ENS,17270,DESIST
34016,6,3401,91368,28757,62611,1024,339,61248,MIRALLES,ENS,13806,DESIST
11011,1,1101,99219,29751,69468,1706,1038,66724,PEREZ,ENS,11252,NON
11012,2,1101,99219,29751,69468,1706,1038,66724,TURCHETTO,DVG,8463,NON
11014,4,1101,99219,29751,69468,1706,1038,66724,COFFINET,REC,823,NON
11015,5,1101,99219,29751,69468,1706,1038,66724,MARIN,LR,4,NON
11016,6,1101,99219,29751,69468,1706,1038,66724,AMALRIC,DVC,465,NON
11017,7,1101,99219,29751,69468,1706,1038,66724,FERR,REG,0,NON
11022,2,1102,92832,29908,62924,1311,911,60702,LENFANT,DIV,1927,NON
11023,3,1102,92832,29908,62924,1311,911,60702,BRUN,DVD,654,NON
11024,4,1102,92832,29908,62924,1311,911,60702,GRAU,REG,0,NON
6094,4,609,82386,27287,55099,684,237,54178,LIENHARDT,RN,900,NON
6055,5,605,91232,30418,60814,1114,503,59197,BENKEMOUN,UG,436,NON
6056,6,605,91232,30418,60814,1114,503,59197,HVIDSTEN,UG,1876,NON
11027,7,1102,92832,29908,62924,1311,911,60702,PEYRE,REC,969,NON
34034,4,3403,94056,24655,69401,1164,482,67755,CRISTOL,ENS,19714,DESIST
11034,4,1103,89858,25093,64765,1322,927,62516,BIANCO,DIV,759,NON
11036,6,1103,89858,25093,64765,1322,927,62516,SOREL-LESTIN,ENS,8155,NON
11037,7,1103,89858,25093,64765,1322,927,62516,MARTEEL,REC,681,NON
11038,8,1103,89858,25093,64765,1322,927,62516,LECLERC,LR,2096,NON
12013,3,1201,78345,20567,57778,1307,605,55866,DA CRUZ,DVD,811,NON
311010,10,3110,105152,23611,81541,1891,636,79014,FAURE,ENS,22910,DESIST
12023,3,1202,68217,17951,50266,1399,781,48086,ARMET,DSV,1141,NON
35074,4,3507,106649,30003,76646,1095,437,75114,GUIVARC'H,UG,16701,DESIST
36011,1,3601,77075,26156,50919,1132,646,49141,GONZALEZ,UG,10658,DESIST
36022,2,3602,87371,26395,60976,1400,814,58762,SAPIN,UG,13783,DESIST
13014,4,1301,82792,28226,54566,927,327,53312,CARAVELLAZI,DSV,842,NON
37022,2,3702,93120,27451,65669,1302,530,63837,GOBERT,UG,14891,DESIST
13016,6,1301,82792,28226,54566,927,327,53312,MOYAL,REC,867,NON
13021,1,1302,84440,24873,59567,585,230,58752,GRAFFEO,REC,1130,NON
13025,5,1302,84440,24873,59567,585,230,58752,CARADEC,LR,5100,NON
37037,7,3703,99411,29596,69815,1633,729,67453,BARBIER,UG,17240,DESIST
13027,7,1302,84440,24873,59567,585,230,58752,ROCHE POGGI,DVG,847,NON
37041,1,3704,92734,29246,63488,1145,531,61812,COLBOC,ENS,17092,DESIST
37055,5,3705,87677,26115,61562,1165,483,59914,COCCIA,UG,14457,DESIST
38034,4,3803,57458,17232,40226,446,250,39530,CHALAS,ENS,7908,DESIST
13035,5,1303,77838,30047,47791,817,331,46643,AYCARD-DIESTE,ENS,5417,NON
13036,6,1303,77838,30047,47791,817,331,46643,KOUBI-FLOTTE,LR,2664,NON
13038,8,1303,77838,30047,47791,817,331,46643,FOURNIER,REC,937,NON
13041,1,1304,67303,26955,40348,459,308,39581,TREVISAN,REC,323,NON
13042,2,1304,67303,26955,40348,459,308,39581,FERRANDI,REG,1,NON
38053,3,3805,106920,28359,78561,1296,402,76863,COLAS-ROY,ENS,15783,DESIST
38074,4,3807,97000,27807,69193,1033,387,67773,DICHARD,UG,13427,DESIST
13045,5,1304,67303,26955,40348,459,308,39581,BOMPARD,UG,26712,OUI
13046,6,1304,67303,26955,40348,459,308,39581,TORCHI,ENS,4370,NON
13047,7,1304,67303,26955,40348,459,308,39581,QUINQUIS,RN,5973,NON
38081,1,3808,82842,24248,58594,1026,336,57232,ABADIE,ENS,11727,DESIST
13049,9,1304,67303,26955,40348,459,308,39581,VISAGE,DIV,11,NON
130410,10,1304,67303,26955,40348,459,308,39581,IGO,LR,830,NON
38094,4,3809,101320,28739,72581,1447,309,70825,JACQUIER-LAFORGE,ENS,19307,DESIST
130412,12,1304,67303,26955,40348,459,308,39581,FAYE,DVG,0,NON
13051,1,1305,75461,24486,50975,472,297,50206,MALINCONI,LR,2576,NON
13052,2,1305,75461,24486,50975,472,297,50206,BOUDET,ENS,8985,NON
13053,3,1305,75461,24486,50975,472,297,50206,BLANC,REC,598,NON
38103,3,3810,99395,31677,67718,1149,383,66186,MEYNIER-MILLEFERT,ENS,14688,DESIST
39031,1,3903,70205,20295,49910,789,411,48710,PRAT,UG,11833,DESIST
13058,8,1305,75461,24486,50975,472,297,50206,PAPAZIAN,REG,0,NON
13059,9,1305,75461,24486,50975,472,297,50206,ZIEBA,DIV,3,NON
13061,1,1306,79685,28613,51072,757,278,50037,GIOVANNINI,REG,1,NON
13063,3,1306,79685,28613,51072,757,278,50037,ASTOLFI,REC,862,NON
40012,2,4001,109697,31682,78015,1714,725,75576,LAFARGUE,UG,20466,DESIST
13066,6,1306,79685,28613,51072,757,278,50037,PERETTI,DIV,217,NON
13067,7,1306,79685,28613,51072,757,278,50037,BRUN,DVD,348,NON
40022,2,4002,124617,35132,89485,1886,899,86700,LESPADE,UG,24645,DESIST
130611,11,1306,79685,28613,51072,757,278,50037,ZOUAGHI,LR,2231,NON
130612,12,1306,79685,28613,51072,757,278,50037,JANNONE,DVC,3,NON
13071,1,1307,69089,32915,36174,527,245,35402,SELLOUM,RN,9632,NON
13072,2,1307,69089,32915,36174,527,245,35402,DELOGU,UG,21124,OUI
13073,3,1307,69089,32915,36174,527,245,35402,ALBACETE,REC,481,NON
13074,4,1307,69089,32915,36174,527,245,35402,ATIA,ENS,3186,NON
13075,5,1307,69089,32915,36174,527,245,35402,BENAMRANE,DVG,660,NON
41032,2,4103,81054,24082,56972,1190,565,55217,PETIT,UG,10795,DESIST
42015,5,4201,63963,21540,42423,585,250,41588,BATAILLON,ENS,9864,DESIST
13085,5,1308,103683,32836,70847,897,516,69434,VOLPINI,LR,3105,NON
42033,3,4203,84404,27063,57341,1310,240,55791,BONY,UG,15254,DESIST
13087,7,1308,103683,32836,70847,897,516,69434,VIGIER,REC,617,NON
13091,1,1309,101433,33224,68209,985,438,66786,MICHEL,LR,5128,NON
13093,3,1309,101433,33224,68209,985,438,66786,MAZZONI,DIV,50,NON
13094,4,1309,101433,33224,68209,985,438,66786,SANTUNIONE,REC,979,NON
42042,2,4204,104493,32052,72441,1513,458,70470,PAEMELAERE,UG,18700,DESIST
13097,7,1309,101433,33224,68209,985,438,66786,MAS-FRAISSINET,ENS,12465,NON
43012,2,4301,102716,27850,74866,1021,447,73398,GACON,UG,13694,DESIST
13101,1,1310,110764,31704,79060,1286,625,77149,TAHIRI,DIV,208,NON
13104,4,1310,110764,31704,79060,1286,625,77149,PIERRACCINI,LR,2642,NON
13105,5,1310,110764,31704,79060,1286,625,77149,COURTARO,REC,1031,NON
43024,4,4302,79390,22317,57073,834,481,55758,CHAPAVEIRE,UG,10898,DESIST
44074,4,4407,118946,33383,85563,2478,640,82445,MAH,UG,19881,DESIST
13111,1,1311,93649,29051,64598,1111,392,63095,ZERGUINE,LR,2562,NON
44082,2,4408,91147,30695,60452,945,392,59115,DUFEU,ENS,11991,DESIST
13113,3,1311,93649,29051,64598,1111,392,63095,BAYLE,DSV,837,NON
13117,7,1311,93649,29051,64598,1111,392,63095,MEBTOUCHE,REC,835,NON
13121,1,1312,95365,32546,62819,1296,330,61193,ZINI,REC,836,NON
13122,2,1312,95365,32546,62819,1296,330,61193,CZURKA,UG,14746,NON
13123,3,1312,95365,32546,62819,1296,330,61193,AGHEMO,LR,3456,NON
13124,4,1312,95365,32546,62819,1296,330,61193,BRETON,ENS,8508,NON
13126,6,1312,95365,32546,62819,1296,330,61193,ALLISIO,RN,33086,OUI
13065,5,1306,79685,28613,51072,757,278,50037,SLAMA,RN,4,NON
11031,1,1103,89858,25093,64765,1322,927,62516,GALONNIER,UG,585,NON
13133,3,1313,94838,34075,60763,1332,714,58717,SCHEREDRE,REC,876,NON
13135,5,1313,94838,34075,60763,1332,714,58717,DELESPAUL,DSV,934,NON
13136,6,1313,94838,34075,60763,1332,714,58717,LOKMANE,ENS,7239,NON
13144,4,1314,99986,29759,70227,1118,439,68670,MUSELET,LR,3869,NON
13145,5,1314,99986,29759,70227,1118,439,68670,BOUCKENHOVE,DVD,30,NON
13146,6,1314,99986,29759,70227,1118,439,68670,MOYAL,REC,827,NON
13147,7,1314,99986,29759,70227,1118,439,68670,DUFAY,DSV,635,NON
44092,2,4409,132667,38045,94622,1943,875,91804,MACON,UG,24197,DESIST
13151,1,1315,110706,32577,78129,1726,634,75769,HERMELLIN,LR,8272,NON
13153,3,1315,110706,32577,78129,1726,634,75769,ELESIKIAN,REC,1414,NON
13155,5,1315,110706,32577,78129,1726,634,75769,PTAK,DIV,457,NON
13156,6,1315,110706,32577,78129,1726,634,75769,PONCHON,ENS,12202,NON
45012,2,4501,78309,24145,54164,803,282,53079,KOUNOWSKI,UG,16706,DESIST
13161,1,1316,91684,30124,61560,1088,667,59805,SEDDIK,REC,712,NON
45022,2,4502,88601,29765,58836,836,398,57602,JANVIER,ENS,13263,DESIST
47022,2,4702,76944,23601,53343,1196,878,51269,LENZI,ENS,11272,DESIST
13166,6,1316,91684,30124,61560,1088,667,59805,BERNARDET,LR,3217,NON
13167,7,1316,91684,30124,61560,1088,667,59805,BISCIONE,ENS,8900,NON
49033,3,4903,72748,22879,49869,918,470,48481,ALEXANDRE,UG,9656,DESIST
14015,5,1401,73296,19818,53478,663,397,52418,LELOUP,REC,604,NON
14021,1,1402,69012,21574,47438,626,376,46436,BERKOVICZ,ENS,6503,NON
49046,6,4904,76126,22834,53292,1085,586,51621,BOUVET,UG,10629,DESIST
14025,5,1402,69012,21574,47438,626,376,46436,BAZINCOURT,DSV,566,NON
14026,6,1402,69012,21574,47438,626,376,46436,BROU,DVD,7159,NON
14031,1,1403,79965,26062,53903,939,462,52502,VALETTE,DIV,12,NON
14032,2,1403,79965,26062,53903,939,462,52502,TRUFFAUT,UG,9959,NON
49062,2,4906,99656,29883,69773,1618,766,67389,GABIN,UG,16707,DESIST
14036,6,1403,79965,26062,53903,939,462,52502,MAFIODO,DSV,1080,NON
14041,1,1404,104874,31369,73505,1000,492,72013,DEUTSCH,REC,878,NON
14042,2,1404,104874,31369,73505,1000,492,72013,GAUGAIN,DVD,7847,NON
14043,3,1404,104874,31369,73505,1000,492,72013,BUISSON,DSV,747,NON
50031,1,5003,111098,33235,77863,1454,505,75904,VEROVE,UG,15191,DESIST
14051,1,1405,92946,25628,67318,952,453,65913,GREUX,DSV,775,NON
51014,4,5101,75390,26815,48575,789,340,47446,BOURGOIN,UG,12835,DESIST
14054,4,1405,92946,25628,67318,952,453,65913,NOUVELOT,DVD,10655,NON
14055,5,1405,92946,25628,67318,952,453,65913,DESCLOS,REC,662,NON
14063,3,1406,96333,27634,68699,1589,708,66402,CAILLEMER,REC,650,NON
14064,4,1406,96333,27634,68699,1589,708,66402,LAHALLE,DVC,5080,NON
51026,6,5102,74627,25184,49443,552,338,48553,PIROUELLE,UG,10560,DESIST
52013,3,5201,69171,22577,46594,1159,763,44672,LAMBERT,UG,9104,DESIST
14068,8,1406,96333,27634,68699,1589,708,66402,AMBOURG,DSV,1128,NON
53022,2,5302,79759,24780,54979,1161,517,53301,BOISSEAU,UG,12135,DESIST
15014,4,1501,62314,16947,45367,743,510,44114,BRUXELLE,REC,410,NON
53034,4,5303,72655,23470,49185,867,470,47848,LEFOULON,UG,9176,DESIST
15022,2,1502,52310,15232,37078,592,376,36110,PBAY,UG,4919,NON
15024,4,1502,52310,15232,37078,592,376,36110,VEYSSET-RAPAPORT,REC,220,NON
15025,5,1502,52310,15232,37078,592,376,36110,TILMANT-TATISCHEFF,ENS,3019,NON
15026,6,1502,52310,15232,37078,592,376,36110,TOTY,DVD,3348,NON
54043,3,5404,96430,31625,64805,1105,506,63194,BERTOZZI-BIVELOT,UG,13009,DESIST
16013,3,1601,84158,27182,56976,1084,504,55388,BOIVIN,LR,2226,NON
16016,6,1601,84158,27182,56976,1084,504,55388,BERNARD,REC,633,NON
16022,2,1602,83360,26164,57196,1306,785,55105,JANOT,REC,737,NON
56015,5,5601,115573,29345,86228,1258,409,84561,GALLO,UG,23884,DESIST
16025,5,1602,83360,26164,57196,1306,785,55105,JOBIT,LR,4829,NON
56021,1,5602,113726,28784,84942,1387,577,82978,BENIGUEL,UG,21405,DESIST
56031,1,5603,98154,27644,70510,1343,594,68573,DOR-LUCAS,UG,13999,DESIST
56066,6,5606,93830,26326,67504,1404,575,65525,BAUDRY,UG,15561,DESIST
16036,6,1603,90666,27607,63059,1456,1119,60484,TOUZ,REC,889,NON
57018,8,5701,93930,35384,58546,1367,490,56689,FELIX,UG,14793,DESIST
17013,3,1701,111882,34147,77735,1055,383,76297,PERE,DIV,170,NON
17014,4,1701,111882,34147,77735,1055,383,76297,SAMRI,DVG,2,NON
17015,5,1701,111882,34147,77735,1055,383,76297,FRANCOIS,REC,975,NON
17017,7,1701,111882,34147,77735,1055,383,76297,RAMEL,REG,0,NON
17021,1,1702,113630,33612,80018,1379,577,78062,BLANCH,LR,9651,NON
57025,5,5702,76778,26337,50441,1022,456,48963,NICOLAS,UG,13028,DESIST
17031,1,1703,83726,26017,57709,1304,690,55715,DAHAN-BERTHELOT,DVG,587,NON
57033,3,5703,76057,26714,49343,991,366,47986,LEDUC,UG,13565,DESIST
17043,3,1704,94544,29499,65045,1370,610,63065,DESSELLES,UG,10972,NON
57095,5,5709,100711,34994,65717,1308,460,63949,VASSE,UG,14607,DESIST
17045,5,1704,94544,29499,65045,1370,610,63065,DROUILLARD,LR,5251,NON
58014,4,5801,73850,25963,47887,1217,432,46238,LARÔPE,UG,9856,DESIST
58027,7,5802,78765,24509,54256,1055,819,52382,GERMAIN,ENS,10708,DESIST
18015,5,1801,70401,23447,46954,1326,306,45322,BELLON,REG,149,NON
18022,2,1802,68476,24480,43996,949,530,42517,BULTEAU,DVD,2705,NON
59054,4,5905,102283,31957,70326,1457,475,68394,DELNESTE,UG,16591,DESIST
18025,5,1802,68476,24480,43996,949,530,42517,JAULIN,REC,508,NON
18032,2,1803,83645,27519,56126,1215,450,54461,DE CHOULOT,LR,3178,NON
18033,3,1803,83645,27519,56126,1215,450,54461,CHARTIER,DSV,290,NON
59061,1,5906,95058,25642,69416,1236,373,67807,PEREIRA,UG,13243,DESIST
18035,5,1803,83645,27519,56126,1215,450,54461,MOREIRA,UG,9334,NON
18037,7,1803,83645,27519,56126,1215,450,54461,LOUGNON,REC,599,NON
16023,3,1602,83360,26164,57196,1306,785,55105,DE CLISSON,RN,509,NON
13148,8,1314,99986,29759,70227,1118,439,68670,SASSOON,UG,1010,NON
