id_candidat,candidat,code_circo,inscrits,abstentions,votants,blancs,nuls,exprimes,nom,bloc,nb_voix,elu
972038,8,97203,60258,41482,18776,585,417,17774,CAROLE,REG,2617,NON
972041,1,97204,84422,58966,25456,601,471,24384,GALOT,DVG,824,NON
972043,3,97204,84422,58966,25456,601,471,24384,GOUSSARD,REG,1294,NON
973012,2,97301,59245,38145,21100,314,245,20541,GOUA,REG,2158,NON
973014,4,97301,59245,38145,21100,314,245,20541,TAOUMI,RN,1916,NON
973015,5,97301,59245,38145,21100,314,245,20541,MIRAKOFF,DVG,264,NON
973022,2,97302,49655,35293,14362,296,270,13796,NEMAN,DVG,594,NON
95071,1,9507,68539,23262,45277,712,294,44271,SUAREZ,UG,578,NON
95078,8,9507,68539,23262,45277,712,294,44271,GAVOIS,UG,0,NON
973024,4,97302,49655,35293,14362,296,270,13796,DOLOR,DVC,1110,NON
974012,2,97401,88547,45122,43425,1134,809,41482,LEBON,REC,1693,NON
974014,4,97401,88547,45122,43425,1134,809,41482,PONIN BALLOM,DVD,699,NON
974015,5,97401,88547,45122,43425,1134,809,41482,MITRA,DIV,148,NON
974016,6,97401,88547,45122,43425,1134,809,41482,VICTORIA,LR,5670,NON
974017,7,97401,88547,45122,43425,1134,809,41482,SAWOO,DIV,59,NON
974022,2,97402,101743,58881,42862,1504,1401,39957,FALDON,DIV,489,NON
974023,3,97402,101743,58881,42862,1504,1401,39957,MERA,DSV,699,NON
974026,6,97402,101743,58881,42862,1504,1401,39957,MOUTOUALLAGUIN,REC,750,NON
974027,7,97402,101743,58881,42862,1504,1401,39957,FONTAINE,DIV,6406,NON
974028,8,97402,101743,58881,42862,1504,1401,39957,MOREL,DVD,3415,NON
974034,4,97403,98835,53482,45353,1490,1529,42334,THEINE,DSV,229,NON
974035,5,97403,98835,53482,45353,1490,1529,42334,BENARD,DVD,4207,NON
974037,7,97403,98835,53482,45353,1490,1529,42334,FONTAINE,REG,0,NON
974038,8,97403,98835,53482,45353,1490,1529,42334,BASSIRE,DVD,9718,NON
974039,9,97403,98835,53482,45353,1490,1529,42334,VLODY,DVG,2121,NON
974041,1,97404,111483,54508,56975,1577,1718,53680,DIJOUX,DSV,233,NON
974044,4,97404,111483,54508,56975,1577,1718,53680,LORION,DVD,13171,NON
974045,5,97404,111483,54508,56975,1577,1718,53680,MOULLAN,DVD,1594,NON
974051,1,97405,90636,53745,36891,955,1168,34768,RAMASSAMY,DVD,413,NON
974053,3,97405,90636,53745,36891,955,1168,34768,SAUTRON,REC,300,NON
974054,4,97405,90636,53745,36891,955,1168,34768,DUCHEMANE ARAYE,DVG,443,NON
974056,6,97405,90636,53745,36891,955,1168,34768,LAUP,DIV,800,NON
974057,7,97405,90636,53745,36891,955,1168,34768,SETTAMA-VIDON,DVC,3655,NON
974058,8,97405,90636,53745,36891,955,1168,34768,CHANE-KAYE-BONE,DVG,5757,NON
9740510,10,97405,90636,53745,36891,955,1168,34768,LIMBE,DIV,132,NON
9740511,11,97405,90636,53745,36891,955,1168,34768,PICARD,DIV,287,NON
974061,1,97406,84755,46635,38120,854,914,36352,RAMASSAMY,ENS,3667,NON
974062,2,97406,84755,46635,38120,854,914,36352,LAØ-KANE-CHEONG,DVG,9083,NON
974064,4,97406,84755,46635,38120,854,914,36352,LECHAT,DVD,1688,NON
974065,5,97406,84755,46635,38120,854,914,36352,ADEKALOM,DVC,581,NON
974066,6,97406,84755,46635,38120,854,914,36352,POUNIA,REC,250,NON
974071,1,97407,121146,67287,53859,1806,1792,50261,JUHOOR,DVG,2854,NON
974072,2,97407,121146,67287,53859,1806,1792,50261,TRONC,DVG,2651,NON
974073,3,97407,121146,67287,53859,1806,1792,50261,ROBERT,DVC,11083,NON
974075,5,97407,121146,67287,53859,1806,1792,50261,MOUKINE,DSV,461,NON
974076,6,97407,121146,67287,53859,1806,1792,50261,DE BOISVILLIERS,REC,551,NON
974077,7,97407,121146,67287,53859,1806,1792,50261,CATHERINE,DIV,479,NON
974078,8,97407,121146,67287,53859,1806,1792,50261,HAMILCARO,DVD,3754,NON
975013,3,97501,5069,2262,2807,37,22,2748,CHAGNON,RN,291,NON
975015,5,97501,5069,2262,2807,37,22,2748,LEBAILLY,DVG,400,NON
976012,2,97601,45660,27538,18122,417,543,17162,YOUSSOUFFA,DVD,13640,OUI
976013,3,97601,45660,27538,18122,417,543,17162,SAID,DVD,2513,NON
976014,4,97601,45660,27538,18122,417,543,17162,MAILLARD,REC,325,NON
976021,1,97602,52449,28323,24126,711,1019,22396,MORENO,REC,164,NON
976022,2,97602,52449,28323,24126,711,1019,22396,ADACOLO,DVG,552,NON
976023,3,97602,52449,28323,24126,711,1019,22396,SAØD-SOUFFOU,DVC,3560,NON
976024,4,97602,52449,28323,24126,711,1019,22396,SALIME,DIV,122,NON
976026,6,97602,52449,28323,24126,711,1019,22396,MADI MARI,DVC,3470,NON
976027,7,97602,52449,28323,24126,711,1019,22396,HENRY,DVD,369,NON
986011,1,98601,9031,2067,6964,49,38,6877,TOKOTUU,DVD,320,NON
986012,2,98601,9031,2067,6964,49,38,6877,KANIMOA NE TAGANE,DVD,1248,NON
986013,3,98601,9031,2067,6964,49,38,6877,TIALETAGI EPOUSE VERGE,DVC,1028,NON
986014,4,98601,9031,2067,6964,49,38,6877,SEO,ENS,4281,OUI
987011,1,98701,73776,39024,34752,277,204,34271,LE GAYIC,REG,12243,NON
987013,3,98701,73776,39024,34752,277,204,34271,FREBAULT,DVD,18456,OUI
987014,4,98701,73776,39024,34752,277,204,34271,HEAUX,RN,2168,NON
987022,2,98702,69245,42412,26833,208,171,26454,TARA,DVD,19,NON
987024,4,98702,69245,42412,26833,208,171,26454,TETUANUI,RN,1240,NON
987031,1,98703,69028,39227,29801,349,226,29226,MIHURAA,DVD,3230,NON
988013,3,98801,97163,40247,56916,472,394,56050,ANGEXETINE P RAILATI,REG,344,NON
988015,5,98801,97163,40247,56916,472,394,56050,NASRI,REC,158,NON
988016,6,98801,97163,40247,56916,472,394,56050,MILLAR,DIV,63,NON
988017,7,98801,97163,40247,56916,472,394,56050,CUENOT,DVD,173,NON
988018,8,98801,97163,40247,56916,472,394,56050,HAOCAS,REG,1229,NON
988019,9,98801,97163,40247,56916,472,394,56050,LOUECKHOTE,RN,2562,NON
9880110,10,98801,97163,40247,56916,472,394,56050,NEMIA P BISHOP,REG,78,NON
9880111,11,98801,97163,40247,56916,472,394,56050,FALAEO,DVG,2731,NON
988021,1,98802,124951,48562,76389,1046,605,74738,TUKUMULI,DVG,8906,NON
974018,8,97401,88547,45122,43425,1134,809,41482,TECHER,UG,450,NON
988011,1,98801,97163,40247,56916,472,394,56050,DUNOYER,ENS,5791,NON
988023,3,98802,124951,48562,76389,1046,605,74738,FRERE,REG,808,NON
988024,4,98802,124951,48562,76389,1046,605,74738,VOUDJO,REG,1114,NON
ZX012,2,ZX01,25227,17995,7232,214,99,6919,MEUNIER,DIV,230,NON
ZX013,3,ZX01,25227,17995,7232,214,99,6919,KRIMI,DIV,102,NON
ZX014,4,ZX01,25227,17995,7232,214,99,6919,PHILIDOR,DVD,1170,NON
ZX015,5,ZX01,25227,17995,7232,214,99,6919,CHAPDELAINE,REC,680,NON
ZX016,6,ZX01,25227,17995,7232,214,99,6919,FELIX,DIV,93,NON
ZX017,7,ZX01,25227,17995,7232,214,99,6919,BETHEL,DIV,399,NON
ZZ012,2,ZZ01,265932,171173,94759,1039,90,93630,POURCHET,REC,1357,NON
ZZ013,3,ZZ01,265932,171173,94759,1039,90,93630,LACOSTE,DIV,1090,NON
ZZ014,4,ZZ01,265932,171173,94759,1039,90,93630,LADAM,DVG,67,NON
ZZ015,5,ZZ01,265932,171173,94759,1039,90,93630,PITON,LR,4856,NON
ZZ016,6,ZZ01,265932,171173,94759,1039,90,93630,ADAM,RN,10018,NON
ZZ017,7,ZZ01,265932,171173,94759,1039,90,93630,FORNERIS,DVD,1414,NON
ZZ019,9,ZZ01,265932,171173,94759,1039,90,93630,JACKSON,DVC,4643,NON
ZZ021,1,ZZ02,81793,62274,19519,233,59,19227,AGOSTINI,DVC,987,NON
ZZ022,2,ZZ02,81793,62274,19519,233,59,19227,GONCALVES,RN,2553,NON
ZZ023,3,ZZ02,81793,62274,19519,233,59,19227,DUPONT,LR,1905,NON
ZZ024,4,ZZ02,81793,62274,19519,233,59,19227,MERCIER,DIV,17,NON
ZZ025,5,ZZ02,81793,62274,19519,233,59,19227,COURMONTAGNE,REC,373,NON
ZZ032,2,ZZ03,160634,91178,69456,829,112,68515,HESLAUT,DVC,1251,NON
ZZ033,3,ZZ03,160634,91178,69456,829,112,68515,PINOMAA-DANZ,DVG,701,NON
ZZ034,4,ZZ03,160634,91178,69456,829,112,68515,COUTRET,REC,752,NON
ZZ036,6,ZZ03,160634,91178,69456,829,112,68515,CRAYE,DVD,236,NON
ZZ037,7,ZZ03,160634,91178,69456,829,112,68515,ROGER,LR,3442,NON
ZZ039,9,ZZ03,160634,91178,69456,829,112,68515,CHARBONNET,RN,4504,NON
ZZ0310,10,ZZ03,160634,91178,69456,829,112,68515,LAMARRE,DVC,3365,NON
ZZ0311,11,ZZ03,160634,91178,69456,829,112,68515,BACHAUD,DIV,226,NON
ZZ041,1,ZZ04,158039,82742,75297,713,99,74485,DE CAUSANS,DVC,4318,NON
ZZ043,3,ZZ04,158039,82742,75297,713,99,74485,BEAUFILS,RN,6736,NON
ZZ044,4,ZZ04,158039,82742,75297,713,99,74485,ROSSOLINI,DIV,463,NON
ZZ045,5,ZZ04,158039,82742,75297,713,99,74485,MACHICOTE,LR,4604,NON
ZZ046,6,ZZ04,158039,82742,75297,713,99,74485,COURTIAL,DVG,1563,NON
ZZ047,7,ZZ04,158039,82742,75297,713,99,74485,BRISSET,DVD,1492,NON
ZZ048,8,ZZ04,158039,82742,75297,713,99,74485,GIRARD,REC,1001,NON
ZZ051,1,ZZ05,115502,71810,43692,591,70,43031,MILLOT,DVG,587,NON
ZZ053,3,ZZ05,115502,71810,43692,591,70,43031,CALVET,DSV,308,NON
ZZ054,4,ZZ05,115502,71810,43692,591,70,43031,MAZEL,REC,794,NON
ZZ055,5,ZZ05,115502,71810,43692,591,70,43031,BRENIER,DIV,132,NON
ZZ056,6,ZZ05,115502,71810,43692,591,70,43031,SANCHEZ PEREZ,DVC,2226,NON
ZZ057,7,ZZ05,115502,71810,43692,591,70,43031,NATAF,DIV,70,NON
ZZ059,9,ZZ05,115502,71810,43692,591,70,43031,CASTRO,DVD,2069,NON
ZZ0510,10,ZZ05,115502,71810,43692,591,70,43031,FOSSE,DVG,2161,NON
ZZ0511,11,ZZ05,115502,71810,43692,591,70,43031,MAUREL,RN,8385,NON
ZZ0512,12,ZZ05,115502,71810,43692,591,70,43031,MARIE,DVG,353,NON
ZZ0513,13,ZZ05,115502,71810,43692,591,70,43031,LAGARDE,DIV,187,NON
ZZ061,1,ZZ06,159746,95948,63798,588,88,63122,MERCERON,RN,9158,NON
ZZ062,2,ZZ06,159746,95948,63798,588,88,63122,JACQUEMOT,DVG,651,NON
ZZ065,5,ZZ06,159746,95948,63798,588,88,63122,TISSOT,REC,949,NON
ZZ066,6,ZZ06,159746,95948,63798,588,88,63122,DORTHE,DIV,627,NON
ZZ068,8,ZZ06,159746,95948,63798,588,88,63122,CORTICCHIATO,LR,4172,NON
ZZ069,9,ZZ06,159746,95948,63798,588,88,63122,DE CAUSANS,DVC,1888,NON
ZZ0610,10,ZZ06,159746,95948,63798,588,88,63122,SELLES LEFRANC,RDG,222,NON
ZZ072,2,ZZ07,130824,72265,58559,428,81,58050,HUQUET,DVC,3861,NON
ZZ073,3,ZZ07,130824,72265,58559,428,81,58050,RICHARD,DVG,3211,NON
ZZ074,4,ZZ07,130824,72265,58559,428,81,58050,GEFFRAY,DIV,245,NON
ZZ076,6,ZZ07,130824,72265,58559,428,81,58050,MIER-GARRIGOU,LR,2702,NON
ZZ077,7,ZZ07,130824,72265,58559,428,81,58050,CHAMBON,DIV,1948,NON
ZZ078,8,ZZ07,130824,72265,58559,428,81,58050,ALEXANDRE,REC,720,NON
ZZ079,9,ZZ07,130824,72265,58559,428,81,58050,NAVEYS--DUMAS,RN,4520,NON
ZZ081,1,ZZ08,148957,115887,33070,503,85,32482,CHARTRAIN,DVG,457,NON
ZZ082,2,ZZ08,148957,115887,33070,503,85,32482,LERER,UG,7516,NON
ZZ083,3,ZZ08,148957,115887,33070,503,85,32482,HABABOU SOLOMON,DVD,197,NON
ZZ084,4,ZZ08,148957,115887,33070,503,85,32482,SPITALAS,DIV,299,NON
ZZ087,7,ZZ08,148957,115887,33070,503,85,32482,BIZET,DIV,188,NON
ZZ088,8,ZZ08,148957,115887,33070,503,85,32482,SIGOURA,DIV,15,NON
ZZ089,9,ZZ08,148957,115887,33070,503,85,32482,NEFFATI,DVC,1025,NON
ZZ0810,10,ZZ08,148957,115887,33070,503,85,32482,ASSOULINE,LR,1329,NON
ZZ0811,11,ZZ08,148957,115887,33070,503,85,32482,BENSOUSSAN,REC,2044,NON
ZZ091,1,ZZ09,130387,93784,36603,592,131,35880,SACKHO,DVD,117,NON
ZZ092,2,ZZ09,130387,93784,36603,592,131,35880,OUDRHIRI,DIV,236,NON
ZZ093,3,ZZ09,130387,93784,36603,592,131,35880,BOUDJEKADA,DVG,1421,NON
ZZ094,4,ZZ09,130387,93784,36603,592,131,35880,TINAUGUS,DVG,20,NON
ZZ095,5,ZZ09,130387,93784,36603,592,131,35880,SIDIB,DIV,84,NON
ZZ096,6,ZZ09,130387,93784,36603,592,131,35880,TAHIRI,DVC,1102,NON
ZZ097,7,ZZ09,130387,93784,36603,592,131,35880,DIANIFABA,DIV,8,NON
ZZ0910,10,ZZ09,130387,93784,36603,592,131,35880,BADREDDINE,LR,1242,NON
ZZ0911,11,ZZ09,130387,93784,36603,592,131,35880,KHALFI,DVG,1171,NON
ZZ0912,12,ZZ09,130387,93784,36603,592,131,35880,FADILI,DSV,53,NON
ZZ0913,13,ZZ09,130387,93784,36603,592,131,35880,DUCELLIER,DVC,693,NON
ZZ0914,14,ZZ09,130387,93784,36603,592,131,35880,DAVID,DVG,11,NON
ZZ0915,15,ZZ09,130387,93784,36603,592,131,35880,PERIMONY,DIV,172,NON
988027,7,98802,124951,48562,76389,1046,605,74738,POADJA,ENS,3946,NON
ZZ0916,16,ZZ09,130387,93784,36603,592,131,35880,DREVON,REC,311,NON
ZZ0917,17,ZZ09,130387,93784,36603,592,131,35880,DAVOUX,DVD,1222,NON
ZZ0918,18,ZZ09,130387,93784,36603,592,131,35880,CHARRON,RN,3817,NON
ZZ0919,19,ZZ09,130387,93784,36603,592,131,35880,MAACHOU,DIV,61,NON
ZZ101,1,ZZ10,113855,77353,36502,563,115,35824,MOJON-CHEMINADE,DIV,450,NON
ZZ102,2,ZZ10,113855,77353,36502,563,115,35824,LAMAH,LR,3488,NON
ZZ104,4,ZZ10,113855,77353,36502,563,115,35824,MARIE-LOUISE,DIV,20,NON
ZZ105,5,ZZ10,113855,77353,36502,563,115,35824,MABASI,DVC,948,NON
ZZ107,7,ZZ10,113855,77353,36502,563,115,35824,CASTELLAN,REC,842,NON
ZZ108,8,ZZ10,113855,77353,36502,563,115,35824,HOJEIJ,DVC,709,NON
1025,5,102,101874,28438,73436,1197,321,71918,MEYER,UG,16981,DESIST
ZZ1010,10,ZZ10,113855,77353,36502,563,115,35824,LAGUI,DIV,70,NON
ZZ1011,11,ZZ10,113855,77353,36502,563,115,35824,MAZOT,DVG,7,NON
ZZ1012,12,ZZ10,113855,77353,36502,563,115,35824,LAROSE,DIV,94,NON
ZZ111,1,ZZ11,104619,61924,42695,618,91,41986,VIOLETTE,DIV,148,NON
ZZ113,3,ZZ11,104619,61924,42695,618,91,41986,MARTIN,DVG,14,NON
ZZ114,4,ZZ11,104619,61924,42695,618,91,41986,ARTHUR,REG,507,NON
ZZ115,5,ZZ11,104619,61924,42695,618,91,41986,PHONRATH,DSV,244,NON
ZZ116,6,ZZ11,104619,61924,42695,618,91,41986,MAUREL,DIV,30,NON
ZZ117,7,ZZ11,104619,61924,42695,618,91,41986,LARQUEMIN,REC,719,NON
ZZ118,8,ZZ11,104619,61924,42695,618,91,41986,MACHET,DIV,10,NON
ZZ1110,10,ZZ11,104619,61924,42695,618,91,41986,BROCHET,RN,6424,NON
ZZ1111,11,ZZ11,104619,61924,42695,618,91,41986,CHEMINADE,DIV,224,NON
ZZ1112,12,ZZ11,104619,61924,42695,618,91,41986,ASSELINEAU,DSV,1376,NON
1012,2,101,86843,25013,61830,929,406,60495,MATRE,RN,23819,QUALIF
1013,3,101,86843,25013,61830,929,406,60495,BRETON,LR,14495,QUALIF
1014,4,101,86843,25013,61830,929,406,60495,GUERAUD,UG,14188,QUALIF
1021,1,102,101874,28438,73436,1197,321,71918,KOTARAC,RN,28189,QUALIF
1022,2,102,101874,28438,73436,1197,321,71918,DAUBI,ENS,17414,QUALIF
1031,1,103,84130,29169,54961,860,381,53720,GIVERNET,ENS,17420,QUALIF
1036,6,103,84130,29169,54961,860,381,53720,DUBARRY,RN,17252,QUALIF
1045,5,104,96119,28539,67580,1361,531,65688,COQUELET,ENS,14367,QUALIF
1046,6,104,96119,28539,67580,1361,531,65688,BUISSON,RN,30221,QUALIF
1054,4,105,77900,24927,52973,978,463,51532,PISANI,UG,12542,QUALIF
1032,2,103,84130,29169,54961,860,381,53720,JOLIE,UG,13497,DESIST
2021,1,202,73165,26471,46694,716,303,45675,DIVE,LR,16288,QUALIF
2025,5,202,73165,26471,46694,716,303,45675,TORRE,RN,21496,QUALIF
3012,2,301,88547,27288,61259,1185,974,59100,MONNET,UG,17043,QUALIF
3017,7,301,88547,27288,61259,1185,974,59100,THÔS,RN,22816,QUALIF
3021,1,302,79877,25531,54346,1409,1056,51881,BOVET,RN,17810,QUALIF
3022,2,302,79877,25531,54346,1409,1056,51881,LEFEBVRE,LR,10204,QUALIF
3023,3,302,79877,25531,54346,1409,1056,51881,HERITIER,UG,12482,QUALIF
3031,1,303,80068,24756,55312,1011,709,53592,RAY,LR,21464,QUALIF
3032,2,303,80068,24756,55312,1011,709,53592,QUENEY,RN,20270,QUALIF
4015,5,401,61473,18194,43279,871,382,42026,GIRARD,RN,18616,QUALIF
4016,6,401,61473,18194,43279,871,382,42026,BLANC,UG,11457,QUALIF
1041,1,104,96119,28539,67580,1361,531,65688,LIOTIER,UG,13113,DESIST
4024,4,402,66671,20111,46560,1295,480,44785,WALTER,UG,14774,QUALIF
5011,1,501,60047,17531,42516,815,457,41244,SAINTE-MARIE,RN,15772,QUALIF
5013,3,501,60047,17531,42516,815,457,41244,ALLEMAND,UG,12568,QUALIF
5023,3,502,54517,14801,39716,701,301,38714,ROSSI,UG,12661,QUALIF
5025,5,502,54517,14801,39716,701,301,38714,ALBRAND,RN,13115,QUALIF
6011,1,601,81879,30141,51738,667,362,50709,SALERNO,UG,13499,QUALIF
6014,4,601,81879,30141,51738,667,362,50709,MONETTI,ENS,11558,QUALIF
3034,4,303,80068,24756,55312,1011,709,53592,JEUDI,UG,10935,DESIST
6021,1,602,90381,29314,61067,996,430,59641,TONNERRE,UG,11339,QUALIF
6027,7,602,90381,29314,61067,996,430,59641,TIVOLI,RN,28676,QUALIF
6033,3,603,91724,32712,59012,763,412,57837,QUIGNARD,UG,15754,QUALIF
4017,7,401,61473,18194,43279,871,382,42026,GAUVAN,ENS,8132,DESIST
6071,1,607,96284,29396,66888,761,261,65866,FERRAND,RN,23921,QUALIF
6076,6,607,96284,29396,66888,761,261,65866,PAUGET,LR,16389,QUALIF
6081,1,608,84414,29740,54674,581,257,53836,LANDERER,RN,23010,QUALIF
6082,2,608,84414,29740,54674,581,257,53836,MARTIN,LR,15284,QUALIF
6091,1,609,82386,27287,55099,684,237,54178,GALBERT,RN,22921,QUALIF
6093,3,609,82386,27287,55099,684,237,54178,TABAROT,LR,18334,QUALIF
7012,2,701,79596,23605,55991,1072,507,54412,PORQUET,RN,21736,QUALIF
7016,6,701,79596,23605,55991,1072,507,54412,SAULIGNAC,UG,20809,QUALIF
7024,4,702,97138,26734,70404,1420,694,68290,VICTORY,UG,17051,QUALIF
4025,5,402,66671,20111,46560,1295,480,44785,BLANC,ENS,10162,DESIST
7034,4,703,81022,22335,58687,845,471,57371,PALLOT,UG,16239,QUALIF
7035,5,703,81022,22335,58687,845,471,57371,BRUN,DVD,15194,QUALIF
7038,8,703,81022,22335,58687,845,471,57371,GRANGIER,RN,18328,QUALIF
8013,3,801,70664,23113,47551,660,411,46480,TERMET,RN,17817,QUALIF
8018,8,801,70664,23113,47551,660,411,46480,VUIBERT,ENS,12157,QUALIF
8023,3,802,60281,22712,37569,375,223,36971,MESTER,RN,15097,QUALIF
ZZ119,9,ZZ11,104619,61924,42695,618,91,41986,GUYON,RN,1495,NON
ZZ1114,14,ZZ11,104619,61924,42695,618,91,41986,CRUCIANI,UG,574,NON
ZZ1115,15,ZZ11,104619,61924,42695,618,91,41986,BOTEVA-MALO,UG,949,NON
8026,6,802,60281,22712,37569,375,223,36971,CORDIER,DVD,11147,QUALIF
8032,2,803,54484,18614,35870,349,258,35263,WARSMANN,DVD,15362,QUALIF
8033,3,803,54484,18614,35870,349,258,35263,ROGER,RN,15296,QUALIF
9024,4,902,62051,18562,43489,1470,751,41268,ALOZY,RN,16678,QUALIF
9025,5,902,62051,18562,43489,1470,751,41268,PANIFOUS,UG,19911,QUALIF
10023,3,1002,73976,23037,50939,708,451,49780,BAZIN-MALGRAS,LR,13902,QUALIF
10025,5,1002,73976,23037,50939,708,451,49780,FERRAND,RN,22316,QUALIF
10031,1,1003,65463,22892,42571,531,309,41731,GIRARDIN,UG,10178,QUALIF
10033,3,1003,65463,22892,42571,531,309,41731,RANC,RN,18084,QUALIF
11018,8,1101,99219,29751,69468,1706,1038,66724,BARTHÔS,RN,32916,QUALIF
11019,9,1101,99219,29751,69468,1706,1038,66724,POUTOU,UG,12475,QUALIF
11025,5,1102,92832,29908,62924,1311,911,60702,FALCON,RN,29212,QUALIF
11028,8,1102,92832,29908,62924,1311,911,60702,THIVENT,UG,15795,QUALIF
11033,3,1103,89858,25093,64765,1322,927,62516,ANDRIEU,UG,20426,QUALIF
11035,5,1103,89858,25093,64765,1322,927,62516,RANCOULE,RN,27946,QUALIF
12012,2,1201,78345,20567,57778,1307,605,55866,MAZARS,ENS,24349,QUALIF
12015,5,1201,78345,20567,57778,1307,605,55866,CHARTIER,RN,17586,QUALIF
12021,1,1202,68217,17951,50266,1399,781,48086,PAROLIN,RN,15922,QUALIF
12022,2,1202,68217,17951,50266,1399,781,48086,ALEXANDRE,UG,15738,QUALIF
12032,2,1203,72271,19095,53176,1486,799,50891,ROUSSET,ENS,16514,QUALIF
11021,1,1102,92832,29908,62924,1311,911,60702,BREYTON,ENS,11727,DESIST
13011,1,1301,82792,28226,54566,927,327,53312,LCORCH,UG,14340,QUALIF
13012,2,1301,82792,28226,54566,927,327,53312,GRISETI,RN,24276,QUALIF
13022,2,1302,84440,24873,59567,585,230,58752,LHARDIT,UG,16740,QUALIF
13024,4,1302,84440,24873,59567,585,230,58752,RIOULT,RN,18836,QUALIF
13031,1,1303,77838,30047,47791,817,331,46643,KESSACI,UG,16642,QUALIF
13037,7,1303,77838,30047,47791,817,331,46643,LELOUIS,RN,19938,QUALIF
13057,7,1305,75461,24486,50975,472,297,50206,LIQUORI,RN,12938,QUALIF
130510,10,1305,75461,24486,50975,472,297,50206,DAVI,DVG,12271,QUALIF
12011,1,1201,78345,20567,57778,1307,605,55866,THEBAULT,UG,12702,DESIST
130610,10,1306,79685,28613,51072,757,278,50037,JUSTE,UG,14119,QUALIF
13081,1,1308,103683,32836,70847,897,516,69434,TONUSSI,RN,30987,QUALIF
13084,4,1308,103683,32836,70847,897,516,69434,ZULESI,ENS,18563,QUALIF
13092,2,1309,101433,33224,68209,985,438,66786,OUGOURLOU-OGLOU,UG,15867,QUALIF
13095,5,1309,101433,33224,68209,985,438,66786,MLIN,RN,30188,QUALIF
13102,2,1310,110764,31704,79060,1286,625,77149,GONZALEZ,RN,37672,QUALIF
13103,3,1310,110764,31704,79060,1286,625,77149,BOURCET-GINER,ENS,16619,QUALIF
13114,4,1311,93649,29051,64598,1111,392,63095,PENA,UG,17374,QUALIF
13115,5,1311,93649,29051,64598,1111,392,63095,FABRE-AUBRESPY,RN,24524,QUALIF
13131,1,1313,94838,34075,60763,1332,714,58717,FOUQUART,RN,27908,QUALIF
13134,4,1313,94838,34075,60763,1332,714,58717,DHARRVILLE,UG,21147,QUALIF
12025,5,1202,68217,17951,50266,1399,781,48086,DEGUARA,ENS,14690,DESIST
13142,2,1314,99986,29759,70227,1118,439,68670,CIOT,UG,20242,QUALIF
13143,3,1314,99986,29759,70227,1118,439,68670,PETEL,ENS,19853,QUALIF
13152,2,1315,110706,32577,78129,1726,634,75769,BAUBRY,RN,37493,QUALIF
13154,4,1315,110706,32577,78129,1726,634,75769,AØDAROUS,UG,15314,QUALIF
13163,3,1316,91684,30124,61560,1088,667,59805,KOUKAS,UG,17896,QUALIF
13165,5,1316,91684,30124,61560,1088,667,59805,TACHE DE LA PAGERIE,RN,28179,QUALIF
14011,1,1401,73296,19818,53478,663,397,52418,FOURREAU,UG,18250,QUALIF
14014,4,1401,73296,19818,53478,663,397,52418,BRUNEAU,DVD,22596,QUALIF
14023,3,1402,69012,21574,47438,626,376,46436,DELAPORTE,UG,19662,QUALIF
14024,4,1402,69012,21574,47438,626,376,46436,LIBAN,RN,11999,QUALIF
14034,4,1403,79965,26062,53903,939,462,52502,PATRIER-LEITUS,ENS,19144,QUALIF
14037,7,1403,79965,26062,53903,939,462,52502,FAUVAGE,RN,21575,QUALIF
14045,5,1404,104874,31369,73505,1000,492,72013,HENRY,RN,24230,QUALIF
14047,7,1404,104874,31369,73505,1000,492,72013,BLANCHET,ENS,23622,QUALIF
14053,3,1405,92946,25628,67318,952,453,65913,BOUYX,ENS,16208,QUALIF
14057,7,1405,92946,25628,67318,952,453,65913,CHAPRON,RN,21001,QUALIF
14061,1,1406,96333,27634,68699,1589,708,66402,CALBRIX,RN,24077,QUALIF
14066,6,1406,96333,27634,68699,1589,708,66402,BORNE,ENS,19213,QUALIF
15011,1,1501,62314,16947,45367,743,510,44114,DESCOEUR,DVD,16615,QUALIF
15016,6,1501,62314,16947,45367,743,510,44114,GALLAIS,RN,13361,QUALIF
15023,3,1502,52310,15232,37078,592,376,36110,LACROIX,RN,11923,QUALIF
15027,7,1502,52310,15232,37078,592,376,36110,BONY,DVD,12383,QUALIF
16011,1,1601,84158,27182,56976,1084,504,55388,MESNIER,ENS,16784,QUALIF
16014,4,1601,84158,27182,56976,1084,504,55388,PILATO,UG,18166,QUALIF
16015,5,1601,84158,27182,56976,1084,504,55388,LATUS,RN,16761,QUALIF
16027,7,1602,83360,26164,57196,1306,785,55105,MARSAUD,ENS,15091,QUALIF
16031,1,1603,90666,27607,63059,1456,1119,60484,LEBRAUD,UG,15653,QUALIF
16026,6,1602,83360,26164,57196,1306,785,55105,BALLU,UG,11208,DESIST
16034,4,1603,90666,27607,63059,1456,1119,60484,COLOMBIER,RN,25976,QUALIF
17012,2,1701,111882,34147,77735,1055,383,76297,CHAUVEAU,RN,17278,QUALIF
17018,8,1701,111882,34147,77735,1055,383,76297,FALORNI,DVG,34824,QUALIF
17022,2,1702,113630,33612,80018,1379,577,78062,BERTHOLOM,RN,26862,QUALIF
17023,3,1702,113630,33612,80018,1379,577,78062,BITEAU,UG,21027,QUALIF
17033,3,1703,83726,26017,57709,1304,690,55715,MORIN,RN,22759,QUALIF
17035,5,1703,83726,26017,57709,1304,690,55715,BARUSSEAU,UG,15637,QUALIF
